task_id,repo,source,language,condition,models,parse_ok,file_r5,file_ceiling_normalized,file_p5,test_r5,test_p5
pylint-dev__pylint-7080,pylint-dev/pylint,SWE-bench Lite,Python,issue_plus_patch,10,0.9,0.8,0.8,0.45,0.9,0.9
pylint-dev__pylint-7080,pylint-dev/pylint,SWE-bench Lite,Python,patch_only,10,1.0,0.9,0.9,0.65,0.9,0.9
pytest-dev__pytest-7168,pytest-dev/pytest,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
pytest-dev__pytest-7168,pytest-dev/pytest,SWE-bench Lite,Python,issue_plus_patch,10,1.0,0.9,0.9,0.5833333333333333,1.0,1.0
pytest-dev__pytest-7168,pytest-dev/pytest,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.8,1.0,1.0
pytest-dev__pytest-7220,pytest-dev/pytest,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
pytest-dev__pytest-7220,pytest-dev/pytest,SWE-bench Lite,Python,issue_plus_patch,10,1.0,0.9,0.9,0.4833333333333333,0.5,0.5
pytest-dev__pytest-7220,pytest-dev/pytest,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.65,0.9,0.9
pytest-dev__pytest-8906,pytest-dev/pytest,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
pytest-dev__pytest-8906,pytest-dev/pytest,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.6,1.0,1.0
pytest-dev__pytest-8906,pytest-dev/pytest,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.8,1.0,1.0
scikit-learn__scikit-learn-10508,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_only,10,1.0,0.9,0.9,0.75,0.1,0.1
scikit-learn__scikit-learn-10508,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_plus_patch,10,0.9,0.9,0.9,0.65,0.9,0.9
scikit-learn__scikit-learn-10508,scikit-learn/scikit-learn,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.7,0.9,0.9
scikit-learn__scikit-learn-13584,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
scikit-learn__scikit-learn-13584,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_plus_patch,10,0.9,0.9,0.9,0.65,0.9,0.9
scikit-learn__scikit-learn-13584,scikit-learn/scikit-learn,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.8,0.9,0.9
scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_only,10,1.0,0.8,0.8,0.7,0.2,0.2
scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.75,0.9,0.9
scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.7,0.8,0.8
scikit-learn__scikit-learn-15512,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_only,10,0.8,0.4,0.4,0.4,0.2,0.2
scikit-learn__scikit-learn-15512,scikit-learn/scikit-learn,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.7,0.6,0.6
scikit-learn__scikit-learn-15512,scikit-learn/scikit-learn,SWE-bench Lite,Python,patch_only,10,0.9,0.9,0.9,0.65,0.7,0.7
serverless__serverless-3609,serverless/serverless,SWE-PolyBench,JavaScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
serverless__serverless-3609,serverless/serverless,SWE-PolyBench,JavaScript,issue_plus_patch,10,1.0,0.7333333333333333,0.7333333333333333,0.85,0.8,0.8
serverless__serverless-3609,serverless/serverless,SWE-PolyBench,JavaScript,patch_only,10,1.0,0.8666666666666666,0.8666666666666666,0.925,1.0,0.9333333333333332
serverless__serverless-3642,serverless/serverless,SWE-PolyBench,JavaScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
serverless__serverless-3642,serverless/serverless,SWE-PolyBench,JavaScript,issue_plus_patch,10,1.0,0.85,0.85,0.7833333333333334,0.9,0.9
serverless__serverless-3642,serverless/serverless,SWE-PolyBench,JavaScript,patch_only,10,1.0,0.9,0.9,0.8833333333333332,1.0,1.0
serverless__serverless-6871,serverless/serverless,SWE-PolyBench,JavaScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
serverless__serverless-6871,serverless/serverless,SWE-PolyBench,JavaScript,issue_plus_patch,10,1.0,1.0,1.0,0.55,0.9,0.85
serverless__serverless-6871,serverless/serverless,SWE-PolyBench,JavaScript,patch_only,10,1.0,1.0,1.0,0.6,0.9,0.9
serverless__serverless-7024,serverless/serverless,SWE-PolyBench,JavaScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
serverless__serverless-7024,serverless/serverless,SWE-PolyBench,JavaScript,issue_plus_patch,10,1.0,0.8,0.8,0.7833333333333333,1.0,0.95
serverless__serverless-7024,serverless/serverless,SWE-PolyBench,JavaScript,patch_only,10,1.0,0.8,0.8,0.7833333333333333,1.0,1.0
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,SWE-bench Lite,Python,issue_only,10,1.0,0.4,0.4,0.3,0.0,0.0
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.75,0.9,0.9
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.8,0.9,0.9
sveltejs__svelte-4395,sveltejs/svelte,SWE-PolyBench,JavaScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
sveltejs__svelte-4395,sveltejs/svelte,SWE-PolyBench,JavaScript,issue_plus_patch,10,1.0,0.5,0.5,0.6166666666666665,0.75,1.0
sveltejs__svelte-4395,sveltejs/svelte,SWE-PolyBench,JavaScript,patch_only,10,1.0,0.45,0.45,0.5166666666666667,0.7,1.0
sveltejs__svelte-6514,sveltejs/svelte,SWE-PolyBench,JavaScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
sveltejs__svelte-6514,sveltejs/svelte,SWE-PolyBench,JavaScript,issue_plus_patch,10,1.0,1.0,1.0,0.6300000000000001,0.55,1.0
sveltejs__svelte-6514,sveltejs/svelte,SWE-PolyBench,JavaScript,patch_only,10,1.0,1.0,1.0,0.55,0.575,0.9333333333333332
sveltejs__svelte-814,sveltejs/svelte,SWE-PolyBench,JavaScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
sveltejs__svelte-814,sveltejs/svelte,SWE-PolyBench,JavaScript,issue_plus_patch,10,1.0,1.0,1.0,0.7,0.3,0.9
sveltejs__svelte-814,sveltejs/svelte,SWE-PolyBench,JavaScript,patch_only,10,1.0,1.0,1.0,0.675,0.3,0.9
sympy__sympy-12454,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.9,0.9,0.65,0.3,0.3
sympy__sympy-12454,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.7333333333333333,0.9,0.9
sympy__sympy-12454,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.85,0.9,0.9
sympy__sympy-13647,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.1,0.1,0.05,0.0,0.0
sympy__sympy-13647,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,0.9,0.9,0.9,0.65,0.8,0.8
sympy__sympy-13647,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.75,1.0,0.95
sympy__sympy-13895,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.1,0.1,0.02,0.0,0.0
sympy__sympy-13895,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,0.9,0.9,0.9,0.65,0.5,0.5
sympy__sympy-13895,sympy/sympy,SWE-bench Lite,Python,patch_only,10,0.9,0.9,0.9,0.6,0.8,0.75
sympy__sympy-16988,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
sympy__sympy-16988,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.75,0.8,0.8
sympy__sympy-16988,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.75,0.9,0.9
sympy__sympy-17022,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
sympy__sympy-17022,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.5333333333333333,0.55,0.7
sympy__sympy-17022,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,0.9,0.9,0.45,0.6,0.7
sympy__sympy-17655,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.9,0.9,0.7833333333333333,0.0,0.0
sympy__sympy-17655,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.8,0.9,0.9
sympy__sympy-17655,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.7833333333333333,1.0,0.9
sympy__sympy-20212,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
sympy__sympy-20212,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.8,0.9,0.9
sympy__sympy-20212,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.75,0.9,0.9
sympy__sympy-21055,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.0,0.0,0.0,0.1,0.1
sympy__sympy-21055,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.7,1.0,1.0
sympy__sympy-21055,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.7,0.9,0.9
sympy__sympy-22840,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.1,0.1,0.1,0.1,0.2
sympy__sympy-22840,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.5249999999999999,0.8,0.9
sympy__sympy-22840,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.395,0.85,0.9
sympy__sympy-24102,sympy/sympy,SWE-bench Lite,Python,issue_only,10,1.0,0.9,0.9,0.6833333333333333,0.05,0.1
sympy__sympy-24102,sympy/sympy,SWE-bench Lite,Python,issue_plus_patch,10,1.0,1.0,1.0,0.5166666666666666,0.6,1.0
sympy__sympy-24102,sympy/sympy,SWE-bench Lite,Python,patch_only,10,1.0,1.0,1.0,0.4833333333333333,0.65,0.95
tailwindlabs__tailwindcss-109,tailwindlabs/tailwindcss,SWE-PolyBench,TypeScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
tailwindlabs__tailwindcss-109,tailwindlabs/tailwindcss,SWE-PolyBench,TypeScript,issue_plus_patch,10,1.0,1.0,1.0,0.8,0.9,0.9
tailwindlabs__tailwindcss-109,tailwindlabs/tailwindcss,SWE-PolyBench,TypeScript,patch_only,10,1.0,1.0,1.0,0.75,1.0,1.0
tailwindlabs__tailwindcss-165,tailwindlabs/tailwindcss,SWE-PolyBench,TypeScript,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
tailwindlabs__tailwindcss-165,tailwindlabs/tailwindcss,SWE-PolyBench,TypeScript,issue_plus_patch,10,0.9,0.9,0.9,0.65,0.7,0.7
tailwindlabs__tailwindcss-165,tailwindlabs/tailwindcss,SWE-PolyBench,TypeScript,patch_only,10,1.0,1.0,1.0,0.65,0.8,0.8
trinodb__trino-3638,trinodb/trino,SWE-PolyBench,Java,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
trinodb__trino-3638,trinodb/trino,SWE-PolyBench,Java,issue_plus_patch,10,1.0,0.9666666666666666,0.9666666666666666,0.9666666666666666,0.9333333333333333,1.0
trinodb__trino-3638,trinodb/trino,SWE-PolyBench,Java,patch_only,10,1.0,0.9,0.9,1.0,0.7333333333333333,0.9
trinodb__trino-3725,trinodb/trino,SWE-PolyBench,Java,issue_only,10,1.0,0.0,0.0,0.0,0.0,0.0
trinodb__trino-3725,trinodb/trino,SWE-PolyBench,Java,issue_plus_patch,10,1.0,0.9,0.9,0.9,0.7,0.7
trinodb__trino-3725,trinodb/trino,SWE-PolyBench,Java,patch_only,10,1.0,1.0,1.0,1.0,0.8,0.8
